invalid,valid,operations
+8647g79e87518,+8647979387518,keep|keep|keep|keep|keep|replace_9|keep|keep|replace_3|keep|keep|keep|keep|keep
39261920010,+8639261920010,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2887837433,+12887837433,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8803831198,+448803831198,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
0070483848,+10070483848,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
76629190,+6576629190,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+338093l7822,+33809317822,keep|keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep
610 1s 977518,+8661015977518,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
906821973,+61906821973,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+e35s3515158,+33553515158,keep|replace_3|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep
0469952768,+10469952768,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+866637 04332 04,+8666370433204,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|delete|keep|keep
4588425747,+14588425747,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4461249684o2,+446124968402,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep
+17e59717634,+17359717634,keep|keep|keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep
+33e60038402,+33360038402,keep|keep|keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep
554948296,+61554948296,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
9222 29 s587,+449222295587,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
0660560598,+440660560598,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+441923626446,+441923626446,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
251804692,+33251804692,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
2607249456,+912607249456,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65l924o607,+6519240607,keep|keep|keep|replace_1|keep|keep|keep|replace_0|keep|keep|keep
792491102,+33792491102,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
70468o 88 3,+61704680883,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+86542284 27726,+8654228427726,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
+860232b942219,+8602328942219,keep|keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep|keep|keep|keep
182696331,+33182696331,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
42966 57 389,+444296657389,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8380 40 86,+6583804086,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
83213287,+6583213287,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+442544570459,+442544570459,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+e3366577951,+33366577951,keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
998e0 29 186,+449983029186,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8 667 362822912,+8667362822912,keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
18323270,+6518323270,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+168 221181 33,+16822118133,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep
+6512844609,+6512844609,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8 679707532446,+8679707532446,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
82553142,+6582553142,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+6 561264 338,+6561264338,keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
+12261707843,+12261707843,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+189026 45733,+18902645733,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
53192709580,+8653192709580,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
558741292,+33558741292,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
77794 95 560,+447779495560,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
588832326,+33588832326,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+33075477a29,+33075477229,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep
7365041826,+17365041826,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
3587 84 438,+33358784438,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
65761936,+6565761936,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+8611613653841,+8611613653841,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+e3856g86874,+33856986874,keep|replace_3|keep|keep|keep|keep|replace_9|keep|keep|keep|keep|keep
56414462 05 6,+8656414462056,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
660886836,+33660886836,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
51920612,+6551920612,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+6l365038251,+61365038251,keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|keep
+611155410 2 2,+61115541022,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|delete|keep
2050180351,+12050180351,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8 6266 96883865,+8626696883865,keep|keep|delete|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
098 41 79521,+910984179521,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4984598231,+14984598231,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+443768l3b588,+443768138588,keep|keep|keep|keep|keep|keep|keep|replace_1|keep|replace_8|keep|keep|keep
9656524252,+449656524252,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
380741812,+61380741812,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
1157321076,+11157321076,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+86657537ogo30,+8665753709030,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|replace_9|replace_0|keep|keep
09491044,+6509491044,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+91625l811003,+916251811003,keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep
4384838470,+914384838470,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9131277ol352,+913127701352,keep|keep|keep|keep|keep|keep|keep|keep|replace_0|replace_1|keep|keep|keep
442374829,+33442374829,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
6s665 84 4s93,+8665665844593,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+862804a207234,+8628042207234,keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep|keep|keep|keep|keep
+6 56 9927568,+6569927568,keep|keep|delete|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
09179550142,+8609179550142,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
89600295,+6589600295,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
737618451,+61737618451,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
7490808956,+447490808956,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
0419445859,+440419445859,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+91176512b861,+911765128861,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep
+65b5907588,+6585907588,keep|keep|keep|replace_8|keep|keep|keep|keep|keep|keep|keep
037755267,+33037755267,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+g14504225044,+914504225044,keep|replace_9|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
9o1 39 897,+6590139897,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+8641957436476,+8641957436476,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
707208579,+33707208579,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
1510665140,+911510665140,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9144645147o9,+914464514709,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep
814 67 939o6,+18146793906,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65o6843581,+6506843581,keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep|keep
6225420912,+916225420912,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+334983 84267,+33498384267,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
821466525,+33821466525,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61137259o34,+61137259034,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep|keep
+91864b498406,+918648498406,keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep|keep|keep|keep
+6s670925o4,+6567092504,keep|keep|replace_5|keep|keep|keep|keep|keep|keep|replace_0|keep
870010765,+33870010765,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6180016  9029,+61800169029,keep|keep|keep|keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep
5748906571,+915748906571,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
1468382580,+11468382580,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
5715653538,+915715653538,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+868324207b5l5,+8683242078515,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8|keep|replace_1|keep
83175905,+6583175905,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
13672090960,+8613672090960,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
443727539,+61443727539,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+449150974669,+449150974669,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
22410e 92 2,+33224103922,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1991415o089,+19914150089,keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep|keep|keep
+l8726376b7a,+18726376872,keep|replace_1|keep|keep|keep|keep|keep|keep|keep|replace_8|keep|replace_2
8266 14 961,+33826614961,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
0205316676,+440205316676,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
010868791,+61010868791,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
6l36 85 6778,+916136856778,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+e3834412902,+33834412902,keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
15950491,+6515950491,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
850988680,+61850988680,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
723349936,+61723349936,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
047533090,+61047533090,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
31872109847,+8631872109847,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44 4757241260,+444757241260,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6l319468095,+61319468095,keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|keep
750995961,+61750995961,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
575104998,+33575104998,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
833945685,+33833945685,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+445823263558,+445823263558,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
96537654465,+8696537654465,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
466139367,+33466139367,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
590746769,+33590746769,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6s0337s696,+6503375696,keep|keep|replace_5|keep|keep|keep|keep|replace_5|keep|keep|keep
+8 668717232730,+8668717232730,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
6059975808,+446059975808,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3317  9400161,+33179400161,keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep|keep
+61818238254,+61818238254,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6l1g8395b46,+61198395846,keep|keep|replace_1|keep|replace_9|keep|keep|keep|keep|replace_8|keep|keep
159244 97 83,+911592449783,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+918777063534,+918777063534,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4474954 0 4131,+447495404131,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|delete|keep|keep|keep|keep
48810290573,+8648810290573,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
908972293,+61908972293,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+443164651100,+443164651100,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1419062844 4,+14190628444,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
+91049s820785,+910495820785,keep|keep|keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep
+101 012153 49,+10101215349,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep
+110 82260868,+11082260868,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
+6184825121l,+61848251211,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_1
+867591046 4349,+8675910464349,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep
6181s 71 546,+446181571546,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
60773724,+6560773724,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
4784227289,+444784227289,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
043206059,+33043206059,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6537284510,+6537284510,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
15940748,+6515940748,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+3356093 162 8,+33560931628,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|delete|keep
+1956686652 5,+19566866525,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
266477154,+61266477154,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
347489118,+33347489118,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
537711214,+61537711214,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
736 86 1199,+33736861199,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1195150860 8,+11951508608,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
511783146,+61511783146,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
837255 21 566,+8683725521566,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
881 35 381,+6588135381,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
7800969428,+917800969428,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
34108258,+6534108258,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
43212007412,+8643212007412,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+e391336186e,+33913361863,keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_3
6587122511,+916587122511,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
0048376589,+10048376589,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+33 891344697,+33891344697,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4444457 42837,+444445742837,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
956679441,+61956679441,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+33367203s58,+33367203558,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_5|keep|keep
+444444350185,+444444350185,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
1297842013,+11297842013,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8114194463,+918114194463,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65 09 063207,+6509063207,keep|keep|keep|delete|keep|keep|delete|keep|keep|keep|keep|keep|keep
+8 66329 0841515,+8663290841515,keep|keep|delete|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
+44e73b096292,+443738096292,keep|keep|keep|replace_3|keep|keep|replace_8|keep|keep|keep|keep|keep|keep
596888903,+61596888903,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
7202568442,+447202568442,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2283501219,+12283501219,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
40068861686,+8640068861686,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+336e7242629,+33637242629,keep|keep|keep|keep|replace_3|keep|keep|keep|keep|keep|keep|keep
+6515g672g2,+6515967292,keep|keep|keep|keep|keep|replace_9|keep|keep|keep|replace_9|keep
0816617781,+910816617781,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2919117207,+12919117207,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65798087s4,+6579808754,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_5|keep
+6196e8e9951,+61963839951,keep|keep|keep|keep|keep|replace_3|keep|replace_3|keep|keep|keep|keep
+616o41o5430,+61604105430,keep|keep|keep|keep|replace_0|keep|keep|replace_0|keep|keep|keep|keep
7667635172,+917667635172,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44815a5e7272,+448152537272,keep|keep|keep|keep|keep|keep|replace_2|keep|replace_3|keep|keep|keep|keep
3817531323,+913817531323,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
608426679,+33608426679,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9181527 7 5375,+918152775375,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|delete|keep|keep|keep|keep
7356339295,+917356339295,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
3727668371,+913727668371,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
80614052577,+8680614052577,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
515134824,+33515134824,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61465187bb4,+61465187884,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8|replace_8|keep
+65a7093914,+6527093914,keep|keep|keep|replace_2|keep|keep|keep|keep|keep|keep|keep
+8659502000a13,+8659502000213,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep
+9168297552 9 8,+916829755298,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|delete|keep
+6 543 136222,+6543136222,keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep
6035410394,+16035410394,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61975259760,+61975259760,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44261e41b157,+442613418157,keep|keep|keep|keep|keep|keep|replace_3|keep|keep|replace_8|keep|keep|keep
981s96 84 58,+919815968458,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+617 56872303,+61756872303,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
